#
#@
ра=01
#$
**************|*|*****|***|7618913759,34|0|5274396,76|6766932552,34|0|4774995550,87|2886199615,03|9610850760,81|0|6571848,79|279451979,50|0|0|
**************|1|20500|000|0|0|0|0|0|0|0|0|0|0|89938,89|0|0|
00000000000000000|1|20500|000|0|0|0|0|0|0|0|0|0|0|89938,89|0|0|
**************|1|20512|000|14950,00|0|0|667000,00|0|667000,00|0|14950,00|0|0|0|0|0|
10807081010000110|1|20512|000|14950,00|0|0|667000,00|0|667000,00|0|14950,00|0|0|0|0|0|
**************|1|20531|000|0|0|0|1092926,47|0|1092926,47|0|0|0|0|0|0|0|
11301992020000130|1|20531|000|0|0|0|1092926,47|0|1092926,47|0|0|0|0|0|0|0|
**************|1|20551|000|7260119877,72|0|0|1047476200,00|0|1860187165,21|0|6447408912,51|0|0|0|0|0|
20225114020000150|1|20551|000|608247000,00|0|0|0|0|79625763,92|0|528621236,08|0|0|0|0|0|
20225138020000150|1|20551|000|478154356,17|0|0|0|0|19780000,00|0|458374356,17|0|0|0|0|0|
20225170020000150|1|20551|000|188344200,00|0|0|0|0|36153144,25|0|152191055,75|0|0|0|0|0|
20225201020000150|1|20551|000|266166100,00|0|0|0|0|8358964,90|0|257807135,10|0|0|0|0|0|
20225202020000150|1|20551|000|171436700,00|0|0|0|0|18863989,33|0|152572710,67|0|0|0|0|0|
20225402020000150|1|20551|000|210315600,00|0|0|0|0|33695376,25|0|176620223,75|0|0|0|0|0|
20225554020000150|1|20551|000|393340100,00|0|0|0|0|33177414,99|0|360162685,01|0|0|0|0|0|
20229999020000150|1|20551|000|465333300,00|0|0|0|0|42306677,42|0|423026622,58|0|0|0|0|0|
20235460020000150|1|20551|000|1090056600,00|0|0|0|0|278127000,69|0|811929599,31|0|0|0|0|0|
20245161020000150|1|20551|000|421298500,00|0|0|0|0|122506772,53|0|298791727,47|0|0|0|0|0|
20245190020000150|1|20551|000|1853207900,00|0|0|0|0|191025815,75|0|1662182084,25|0|0|0|0|0|
20245191020000150|1|20551|000|106973900,00|0|0|0|0|0|0|106973900,00|0|0|0|0|0|
20245192020000150|1|20551|000|967069186,27|0|0|0|0|13958292,50|0|953110893,77|0|0|0|0|0|
20245196020000150|1|20551|000|15046800,00|0|0|0|0|2101768,98|0|12945031,02|0|0|0|0|0|
20245216020000150|1|20551|000|15291000,00|0|0|0|0|1645125,00|0|13645875,00|0|0|0|0|0|
20245468020000150|1|20551|000|1264200,00|0|0|0|0|418990,00|0|845210,00|0|0|0|0|0|
20245476020000150|1|20551|000|5638200,00|0|0|0|0|1095854,00|0|4542346,00|0|0|0|0|0|
20249001020000150|1|20551|000|2936235,28|0|0|1047476200,00|0|977346214,70|0|73066220,58|0|0|0|0|0|
**************|1|20553|000|120041,88|0|0|792754,19|0|912796,07|0|0|0|0|0|0|0|
21802010020000150|1|20553|000|120041,88|0|0|792754,19|0|912796,07|0|0|0|0|0|0|0|
**************|1|20581|000|0|0|0|899246,61|0|899246,61|0|0|0|0|0|0|0|
11701020020000180|1|20581|000|0|0|0|899246,61|0|899246,61|0|0|0|0|0|0|0|
**************|1|20589|000|0|0|0|13247,60|0|0|0|13247,60|0|0|0|0|0|
11705020020000180|1|20589|000|0|0|0|13247,60|0|0|0|13247,60|0|0|0|0|0|
**************|1|20600|000|0|0|0|0|0|0|0|0|0|0|260747996,27|0|0|
00000000000000000|1|20600|000|0|0|0|0|0|0|0|0|0|0|260747996,27|0|0|
**************|1|20621|000|19886,70|0|0|294114,92|0|262780,87|262780,87|51220,75|0|0|0|0|0|
09054210300590242|1|20621|000|971,29|0|0|29972,95|0|26694,18|26694,18|4250,06|0|0|0|0|0|
09094210100590244|1|20621|000|17199,20|0|0|43569,97|0|31726,68|31726,68|29042,49|0|0|0|0|0|
09094230100590244|1|20621|000|1716,21|0|0|20000,00|0|3788,01|3788,01|17928,20|0|0|0|0|0|
09099000000010244|1|20621|000|0|0|0|200572,00|0|200572,00|200572,00|0|0|0|0|0|0|
**************|1|20623|000|381095,29|0|0|1209602,55|0|1141523,85|1141523,85|449173,99|0|0|0|0|0|
